id,code,name,type,parent_id:id,user_type:id
pcg_m14_445884,445884,TVA déduite sur avances versées - Régime des encaissements,other,l10n_fr_m14.pcg_m14_44588,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_445885,445885,TVA décaissée sur avances reçues - Régime des encaissements,other,l10n_fr_m14.pcg_m14_44588,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_445886,445886,TVA à déduire lors du paiement - Régime des encaissements,other,l10n_fr_m14.pcg_m14_44588,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_445888,445888,Autres taxes sur le chiffre d’affaires à régulariser ou en attente,other,l10n_fr_m14.pcg_m14_44588,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_447,447,"Autres impôts, taxes et versements assimilés",other,l10n_fr_m14.pcg_m14_44,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_448,448,État - Charges à payer et produits à recevoir,view,l10n_fr_m14.pcg_m14_44,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4486,4486,Autres charges à payer,other,l10n_fr_m14.pcg_m14_448,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4487,4487,Produits à recevoir,other,l10n_fr_m14.pcg_m14_448,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45,45,COMPTABILITÉ DISTINCTE RATTACHEE,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_451,451,Compte de rattachement avec...(à subdiviser par budget annexe),other,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_452,452,C.C.A.S. rattaché,other,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_453,453,Caisse des écoles rattachée,other,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_454,454,Travaux effectués d’office pour le compte de tiers,view,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4541,4541,Dépenses,other,l10n_fr_m14.pcg_m14_454,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4542,4542,Recettes,other,l10n_fr_m14.pcg_m14_454,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_455,455,Recettes sur rôles pour le compte de tiers,view,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4551,4551,Redevables sur rôles pour le compte de tiers,other,l10n_fr_m14.pcg_m14_455,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4557,4557,Produits sur rôle pour le compte de tiers,other,l10n_fr_m14.pcg_m14_455,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4558,4558,TVA sur rôle pour le compte de tiers,view,l10n_fr_m14.pcg_m14_455,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45581,45581,TVA sur rôle pour le compte de tiers - Prise en compte,other,l10n_fr_m14.pcg_m14_4558,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45582,45582,TVA sur rôle pour le compte de tiers - Encaissements,other,l10n_fr_m14.pcg_m14_4558,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4559,4559,Versements sur rôle pour le compte de tiers,view,l10n_fr_m14.pcg_m14_455,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45591,45591,TVA sur rôle pour le compte de tiers - Produits,other,l10n_fr_m14.pcg_m14_4559,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45592,45592,TVA sur rôle pour le compte de tiers - TVA,other,l10n_fr_m14.pcg_m14_4559,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_456,456,Opérations d'investissement sur établissements d'enseignement (à subdiviser par mandat)1,view,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4561,4561,Remis à la région,view,l10n_fr_m14.pcg_m14_456,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45611,45611,Dépenses (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_4561,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45612,45612,Recettes (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_4561,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4562,4562,Remis au département,view,l10n_fr_m14.pcg_m14_456,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45621,45621,Dépenses (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_4562,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45622,45622,Recettes (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_4562,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_457,457,Opérations d'investissement sur voirie communale effectuées par un groupement (pour les opérations dont la comptabilisation a débuté avant le 1er janvier 2002 ou le cas échéant le 1er janvier 2001),view,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4571,4571,Dépenses,other,l10n_fr_m14.pcg_m14_457,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4572,4572,Recettes,other,l10n_fr_m14.pcg_m14_457,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_458,458,Opérations sous mandat (à subdiviser par mandat),view,l10n_fr_m14.pcg_m14_45,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4581,4581,Dépenses (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_458,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_45811,45811,Permission de voirie,other,l10n_fr_m14.pcg_m14_458,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4582,4582,Recettes (à subdiviser par mandat),other,l10n_fr_m14.pcg_m14_458,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46,46,DEBITEURS ET CREDITEURS DIVERS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_461,461,Dons et legs en instance,other,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_462,462,Créances sur cessions d'immobilisations,view,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4621,4621,Créances sur cessions d'immobilisations - Amiable,other,l10n_fr_m14.pcg_m14_462,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4626,4626,Créances sur cessions d'immobilisations - Contentieux,other,l10n_fr_m14.pcg_m14_462,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_463,463,Emprunts souscrits dans le public gérés par la collectivité,view,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4631,4631,Souscriptions reçues,other,l10n_fr_m14.pcg_m14_463,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4632,4632,Intérêts à payer,other,l10n_fr_m14.pcg_m14_463,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4633,4633,Titres amortis (ou capital) à rembourser,other,l10n_fr_m14.pcg_m14_463,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_464,464,Encaissements pour le compte de tiers,view,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4641,4641,Coupes affouagères distribuées en nature,other,l10n_fr_m14.pcg_m14_464,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4642,4642,Coupes affouagères à répartir,other,l10n_fr_m14.pcg_m14_464,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4643,4643,Vacations encaissées à reverser,other,l10n_fr_m14.pcg_m14_464,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4645,4645,Fonds des bénéficiaires d’une MASP,other,l10n_fr_m14.pcg_m14_464,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4648,4648,Autres encaissements pour le compte de tiers,other,l10n_fr_m14.pcg_m14_464,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_465,465,Avances en garantie d'emprunt,other,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_466,466,Excédents de versement,other,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_467,467,Autres comptes débiteurs ou créditeurs,view,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4671,4671,Autres comptes créditeurs,view,l10n_fr_m14.pcg_m14_467,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46711,46711,Autres comptes créditeurs,other,l10n_fr_m14.pcg_m14_4671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46717,46717,"Autres comptes créditeurs – cessions, oppositions",other,l10n_fr_m14.pcg_m14_4671,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4672,4672,Autres comptes débiteurs,view,l10n_fr_m14.pcg_m14_467,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46721,46721,Débiteurs divers - Amiable,other,l10n_fr_m14.pcg_m14_4672,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46726,46726,Débiteurs divers - Contentieux,other,l10n_fr_m14.pcg_m14_4672,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4673,4673,Opérations avec des gérants d’immeubles et des régisseurs intéressés,other,l10n_fr_m14.pcg_m14_467,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4675,4675,Mandataire - Opérations déléguées - Recettes,other,l10n_fr_m14.pcg_m14_467,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4677,4677,Différences de conversion - Débiteurs ou créditeurs divers,view,l10n_fr_m14.pcg_m14_467,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46771,46771,Différences de conversion - Créditeurs divers,other,l10n_fr_m14.pcg_m14_4677,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_46772,46772,Différences de conversion - Débiteurs divers,other,l10n_fr_m14.pcg_m14_4677,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_468,468,Divers - Charges à payer et produits à recevoir,view,l10n_fr_m14.pcg_m14_46,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4686,4686,Charges à payer,other,l10n_fr_m14.pcg_m14_468,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4687,4687,Produits à recevoir,other,l10n_fr_m14.pcg_m14_468,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47,47,COMPTES TRANSITOIRES OU D'ATTENTE,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_471,471,Recettes à classer ou à régulariser,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4711,4711,Versements des régisseurs,other,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4712,4712,Virements réimputés,other,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4713,4713,Recettes perçues avant émission des titres,view,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47131,47131,Versements sur contributions directes,other,l10n_fr_m14.pcg_m14_4713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47132,47132,Versements sur dotation globale de fonctionnement,other,l10n_fr_m14.pcg_m14_4713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47133,47133,Fonds d'emprunt,other,l10n_fr_m14.pcg_m14_4713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47134,47134,Subventions,other,l10n_fr_m14.pcg_m14_4713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47138,47138,Autres,other,l10n_fr_m14.pcg_m14_4713,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4714,4714,Recettes à réimputer,view,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47141,47141,Recettes perçues en excédent à réimputer,view,l10n_fr_m14.pcg_m14_4714,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_471411,471411,Excédent à réimputer - Personnes physiques,other,l10n_fr_m14.pcg_m14_47141,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_471412,471412,Excédent à réimputer - Personnes morales,other,l10n_fr_m14.pcg_m14_47141,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47142,47142,Frais de saisie perçus avant prise en charge,other,l10n_fr_m14.pcg_m14_4714,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47143,47143,Flux d’encaissement à réimputer,other,l10n_fr_m14.pcg_m14_4714,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4715,4715,Recettes à ventiler - Cartes multiservices,other,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4717,4717,Recettes relevé banque de France,view,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47171,47171,Recettes relevé banque de France - Hors CloHélios,other,l10n_fr_m14.pcg_m14_4717,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47172,47172,Recettes relevé banque de France - CloHélios,other,l10n_fr_m14.pcg_m14_4717,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4718,4718,Autres recettes à régulariser,other,l10n_fr_m14.pcg_m14_471,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_472,472,Dépenses à classer ou à régulariser,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4721,4721,"Dépenses réglées sans mandatement préalable,",view,l10n_fr_m14.pcg_m14_472,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47211,47211,Remboursements d'annuités d'emprunts,other,l10n_fr_m14.pcg_m14_4721,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47218,47218,Autres dépenses,other,l10n_fr_m14.pcg_m14_4721,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4722,4722,Commissions bancaires en instance de mandatement (carte bancaire),other,l10n_fr_m14.pcg_m14_472,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4725,4725,Secours d'urgence,other,l10n_fr_m14.pcg_m14_472,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4727,4727,Avances pour achat de valeurs mobilières,other,l10n_fr_m14.pcg_m14_472,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4728,4728,Autres dépenses à régulariser,other,l10n_fr_m14.pcg_m14_472,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_475,475,Recettes sur rôle,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4751,4751,Redevables sur rôle,other,l10n_fr_m14.pcg_m14_475,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4757,4757,Produits sur rôle,other,l10n_fr_m14.pcg_m14_475,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4758,4758,TVA sur rôle,other,l10n_fr_m14.pcg_m14_475,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4759,4759,Versement du tiers en charge du rôle,other,l10n_fr_m14.pcg_m14_475,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_476,476,Différences de conversion - Actif,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4761,4761,Diminution des créances,view,l10n_fr_m14.pcg_m14_476,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47611,47611,Diminution des prêts,other,l10n_fr_m14.pcg_m14_4761,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47612,47612,Diminution d’autres créances,other,l10n_fr_m14.pcg_m14_4761,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4762,4762,Augmentation des dettes,view,l10n_fr_m14.pcg_m14_476,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47621,47621,Augmentation d’emprunts et dettes assimilées,other,l10n_fr_m14.pcg_m14_4762,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47622,47622,Augmentation d’autres dettes,other,l10n_fr_m14.pcg_m14_4762,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4768,4768,Différences compensées par couverture de change,other,l10n_fr_m14.pcg_m14_476,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_477,477,Différences de conversion - Passif,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4771,4771,Augmentation des créances,view,l10n_fr_m14.pcg_m14_477,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47711,47711,Augmentation des prêts,other,l10n_fr_m14.pcg_m14_4771,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47712,47712,Augmentation d’autres créances,other,l10n_fr_m14.pcg_m14_4771,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4772,4772,Diminution des dettes,view,l10n_fr_m14.pcg_m14_477,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47721,47721,Diminution d’emprunts et dettes assimilées,other,l10n_fr_m14.pcg_m14_4772,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_47722,47722,Diminution d’autres dettes,other,l10n_fr_m14.pcg_m14_4772,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4778,4778,Différences compensées par couverture de change,other,l10n_fr_m14.pcg_m14_477,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_478,478,Autres comptes transitoires,view,l10n_fr_m14.pcg_m14_47,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4781,4781,Frais de poursuite rattachés,other,l10n_fr_m14.pcg_m14_478,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4784,4784,Arrondis sur déclaration de TVA,other,l10n_fr_m14.pcg_m14_478,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4788,4788,Autres comptes transitoires,other,l10n_fr_m14.pcg_m14_478,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_48,48,COMPTES DE REGULARISATION,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_481,481,Charges à répartir sur plusieurs exercices1,view,l10n_fr_m14.pcg_m14_48,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4812,4812,Frais d'acquisition des immobilisations,other,l10n_fr_m14.pcg_m14_481,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4816,4816,Frais d'émission des emprunts,other,l10n_fr_m14.pcg_m14_481,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4817,4817,Pénalités de renégociation de la dette,other,l10n_fr_m14.pcg_m14_481,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4818,4818,Charges à étaler,other,l10n_fr_m14.pcg_m14_481,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_486,486,Charges constatées d'avance,other,l10n_fr_m14.pcg_m14_48,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_487,487,Produits constatés d'avance,other,l10n_fr_m14.pcg_m14_48,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_49,49,PROVISIONS POUR DEPRECIATION DES COMPTES DE TIERS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_491,491,Provisions pour dépréciation des comptes de redevables,view,l10n_fr_m14.pcg_m14_49,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4911,4911,Provisions pour dépréciation des comptes de redevables (non budgétaires),other,l10n_fr_m14.pcg_m14_491,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4912,4912,Provisions pour dépréciation des comptes de redevables (budgétaires),other,l10n_fr_m14.pcg_m14_491,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_496,496,Provisions pour dépréciation des comptes de débiteurs divers,view,l10n_fr_m14.pcg_m14_49,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4961,4961,Provisions pour dépréciation des comptes de débiteurs divers (non budgétaires),other,l10n_fr_m14.pcg_m14_496,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_4962,4962,Provisions pour dépréciation des comptes de débiteurs divers (budgétaires),other,l10n_fr_m14.pcg_m14_496,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_50,50,VALEURS MOBILIERES DE PLACEMENT,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_506,506,Obligations,other,l10n_fr_m14.pcg_m14_50,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_507,507,Bons du Trésor,other,l10n_fr_m14.pcg_m14_50,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_508,508,Autres valeurs mobilières et créances assimilées,other,l10n_fr_m14.pcg_m14_50,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51,51,"TRESOR, ETABLISSEMENTS FINANCIERS ET ASSIMILES",view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_511,511,Valeurs à l'encaissement,view,l10n_fr_m14.pcg_m14_51,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5113,5113,Titres spéciaux de paiement et assimilés à l’encaissement,other,l10n_fr_m14.pcg_m14_511,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5115,5115,Cartes bancaires à l'encaissement,other,l10n_fr_m14.pcg_m14_511,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5116,5116,TIP à l’encaissement,other,l10n_fr_m14.pcg_m14_511,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5117,5117,Valeurs impayées,view,l10n_fr_m14.pcg_m14_511,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51172,51172,Chèques impayés,other,l10n_fr_m14.pcg_m14_5117,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51175,51175,Cartes bancaires impayées,other,l10n_fr_m14.pcg_m14_5117,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51176,51176,TIP impayés,other,l10n_fr_m14.pcg_m14_5117,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51178,51178,Autres valeurs impayées,other,l10n_fr_m14.pcg_m14_5117,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5118,5118,Autres valeurs à l’encaissement,other,l10n_fr_m14.pcg_m14_511,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_515,515,Compte au Trésor,other,l10n_fr_m14.pcg_m14_51,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_516,516,Comptes de placements (court terme),view,l10n_fr_m14.pcg_m14_51,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5161,5161,Comptes de placements rémunérés,other,l10n_fr_m14.pcg_m14_516,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5162,5162,Comptes à terme,other,l10n_fr_m14.pcg_m14_516,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_518,518,Intérêts courus,view,l10n_fr_m14.pcg_m14_51,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5186,5186,Intérêts courus à payer,other,l10n_fr_m14.pcg_m14_518,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5187,5187,Intérêts courus à recevoir,other,l10n_fr_m14.pcg_m14_518,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_519,519,Concours financiers à court terme,view,l10n_fr_m14.pcg_m14_51,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5191,5191,Avances du Trésor,other,l10n_fr_m14.pcg_m14_519,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5192,5192,Avances de trésorerie,other,l10n_fr_m14.pcg_m14_519,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5193,5193,Lignes de crédit de trésorerie,view,l10n_fr_m14.pcg_m14_519,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51931,51931,Lignes de crédit de trésorerie,other,l10n_fr_m14.pcg_m14_5193,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_51932,51932,Lignes de crédit de trésorerie liées à un emprunt,other,l10n_fr_m14.pcg_m14_5193,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5194,5194,Billets de trésorerie,other,l10n_fr_m14.pcg_m14_519,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5198,5198,Autres crédits de trésorerie,other,l10n_fr_m14.pcg_m14_519,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_54,54,REGIES D'AVANCES ET ACCREDITIFS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_541,541,Disponibilités chez les régisseurs,view,l10n_fr_m14.pcg_m14_54,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5411,5411,Régisseurs d'avances (avances),other,l10n_fr_m14.pcg_m14_541,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5412,5412,Régisseurs de recettes (fonds de caisse),other,l10n_fr_m14.pcg_m14_541,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_542,542,Disponibilités chez d’autres tiers,view,l10n_fr_m14.pcg_m14_54,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5421,5421,Administrateurs de legs,other,l10n_fr_m14.pcg_m14_542,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5428,5428,Disponibilités chez d’autres tiers,other,l10n_fr_m14.pcg_m14_542,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_55,55,AVANCES DE TRESORERIE VERSEES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_551,551,Avances à des établissements publics locaux,view,l10n_fr_m14.pcg_m14_55,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5511,5511,Avances aux hôpitaux,other,l10n_fr_m14.pcg_m14_551,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5512,5512,Avances aux EPCI en début d’activité,other,l10n_fr_m14.pcg_m14_551,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_552,552,Avances aux sociétés d’économie mixte,other,l10n_fr_m14.pcg_m14_55,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_553,553,Avances à des régies dotées de la seule autonomie financière,other,l10n_fr_m14.pcg_m14_55,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_558,558,Autres avances de trésorerie versées,other,l10n_fr_m14.pcg_m14_55,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_58,58,VIREMENTS INTERNES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_580,580,Opérations d’ordre budgétaires,other,l10n_fr_m14.pcg_m14_58,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_584,584,Encaissements par lecture optique,other,l10n_fr_m14.pcg_m14_58,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_586,586,Opérations financières entre le budget principal et ses budgets comptablement rattachés,other,l10n_fr_m14.pcg_m14_58,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_587,587,Comptes pivots,view,l10n_fr_m14.pcg_m14_58,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5871,5871,Compte pivot - Encaissement régie à ventiler,other,l10n_fr_m14.pcg_m14_587,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_5872,5872,Compte pivot - Admission en non-valeur,other,l10n_fr_m14.pcg_m14_587,l10n_fr_m14.fr_pcg_m14_default_type
