id,code,name,type,parent_id:id,user_type:id
pcg_m14_246,246,Immobilisations mises en affectation à un établissement public de coopération intercommunale,other,l10n_fr_m14.pcg_m14_24,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_248,248,Autres immobilisations mises en affectation,other,l10n_fr_m14.pcg_m14_24,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_249,249,Droits du remettant,view,l10n_fr_m14.pcg_m14_24,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2491,2491,Mises en concession ou en affermage,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2492,2492,Mises à disposition dans le cadre du transfert de compétences,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2493,2493,Mises en affectation à une régie dotée de la personnalité morale et de l’autonomie financière,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2494,2494,Mises en affectation à un centre communal d’action sociale,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2495,2495,Mises en affectation à une caisse des écoles,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2496,2496,Mises en affectation à un établissement public de coopération intercommunale,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2498,2498,Autres mises en affectation,other,l10n_fr_m14.pcg_m14_249,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_26,26,PARTICIPATIONS ET CREANCES RATTACHEES A DES PARTICIPATIONS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_261,261,Titres de participation,other,l10n_fr_m14.pcg_m14_26,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_266,266,Autres formes de participation,other,l10n_fr_m14.pcg_m14_26,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_269,269,Versements restant à effectuer sur titres de participation non libérés,other,l10n_fr_m14.pcg_m14_26,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27,27,AUTRES IMMOBILISATIONS FINANCIERES,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_271,271,Titres immobilisés (droits de propriété),other,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_272,272,Titres immobilisés (droits de créance),other,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_273,273,Comptes de placements (long terme),view,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2731,2731,Comptes de placements rémunérés,other,l10n_fr_m14.pcg_m14_273,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2732,2732,Fonds d’épargne forestière,other,l10n_fr_m14.pcg_m14_273,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_274,274,Prêts,other,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_275,275,Dépôts et cautionnements versés,other,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_276,276,Autres créances immobilisées,view,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2761,2761,Créances pour avances en garantie d'emprunt,other,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2762,2762,Créances sur transfert de droits à déduction de T.V.A.,other,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2763,2763,Créances sur des collectivités et établissements publics,view,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27631,27631,État et établissements nationaux,other,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27632,27632,Régions,other,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27633,27633,Départements,other,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27634,27634,Communes,view,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_276341,276341,Communes membres du GFP,other,l10n_fr_m14.pcg_m14_27634,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_276348,276348,Autres communes,other,l10n_fr_m14.pcg_m14_27634,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27635,27635,Groupements de collectivités,view,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_276351,276351,GFP de rattachement,other,l10n_fr_m14.pcg_m14_27635,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_276358,276358,Autres groupements,other,l10n_fr_m14.pcg_m14_27635,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27636,27636,C.C.A.S. et caisse des écoles,other,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27638,27638,Autres établissements publics,other,l10n_fr_m14.pcg_m14_2763,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2764,2764,Créances sur des particuliers et autres personnes de droit privé,other,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2766,2766,Créances pour locations-acquisitions,other,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2768,2768,Intérêts courus1,view,l10n_fr_m14.pcg_m14_276,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27682,27682,Intérêts courus sur titres immobilisés (droits de créance),other,l10n_fr_m14.pcg_m14_2768,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27684,27684,Intérêts courus sur prêts,other,l10n_fr_m14.pcg_m14_2768,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_27688,27688,Intérêts courus sur créances diverses,other,l10n_fr_m14.pcg_m14_2768,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_279,279,Versements restant à effectuer sur titres immobilisés non libérés,other,l10n_fr_m14.pcg_m14_27,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28,28,AMORTISSEMENTS DES IMMOBILISATIONS,view,l10n_fr_m14.pcg_m14_0,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280,280,Amortissements des immobilisations incorporelles,view,l10n_fr_m14.pcg_m14_28,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2802,2802,Frais liés à la réalisation des documents d’urbanisme et à la numérisation du cadastre,other,l10n_fr_m14.pcg_m14_280,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2803,2803,"Frais d’études, de recherche et de développement et frais d’insertion",view,l10n_fr_m14.pcg_m14_280,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28031,28031,Frais d’études,other,l10n_fr_m14.pcg_m14_2803,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28032,28032,Frais de recherche et de développement,other,l10n_fr_m14.pcg_m14_2803,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28033,28033,Frais d’insertion,other,l10n_fr_m14.pcg_m14_2803,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804,2804,Subventions d’équipement versées,view,l10n_fr_m14.pcg_m14_280,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041,28041,Subventions d’équipement aux organismes publics,view,l10n_fr_m14.pcg_m14_2804,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280411,280411,État,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804111,2804111,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280411,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804112,2804112,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280411,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804113,2804113,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280411,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280412,280412,Régions,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804121,2804121,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280412,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804122,2804122,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280412,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804123,2804123,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280412,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280413,280413,Départements,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804131,2804131,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280413,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804132,2804132,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280413,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804133,2804133,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280413,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280414,280414,Communes,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804141,2804141,Communes membres du GFP,view,l10n_fr_m14.pcg_m14_280414,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041411,28041411,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804141,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041412,28041412,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804141,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041413,28041413,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804141,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804148,2804148,Autres communes,view,l10n_fr_m14.pcg_m14_280414,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041481,28041481,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804148,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041482,28041482,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804148,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041483,28041483,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804148,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280415,280415,Groupements de collectivités,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804151,2804151,GFP de rattachement,view,l10n_fr_m14.pcg_m14_280415,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041511,28041511,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804151,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041512,28041512,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804151,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041513,28041513,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804151,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804158,2804158,Autres groupements,view,l10n_fr_m14.pcg_m14_280415,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041581,28041581,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804158,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041582,28041582,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804158,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041583,28041583,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804158,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280416,280416,Établissements et services rattachés,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804161,2804161,Caisse des écoles,view,l10n_fr_m14.pcg_m14_280416,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041611,28041611,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804161,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041612,28041612,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804161,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041613,28041613,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804161,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804162,2804162,CCAS,view,l10n_fr_m14.pcg_m14_280416,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041621,28041621,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804162,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041622,28041622,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804162,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041623,28041623,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804162,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804163,2804163,A caractère administratif,view,l10n_fr_m14.pcg_m14_280416,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041631,28041631,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804163,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041632,28041632,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804163,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041633,28041633,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804163,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804164,2804164,A caractère industriel et commercial,view,l10n_fr_m14.pcg_m14_280416,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041641,28041641,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_2804164,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041642,28041642,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_2804164,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28041643,28041643,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_2804164,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280417,280417,Autres établissements publics locaux,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804171,2804171,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280417,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804172,2804172,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280417,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804173,2804173,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280417,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280418,280418,Autres organismes publics,view,l10n_fr_m14.pcg_m14_28041,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804181,2804181,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280418,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804182,2804182,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280418,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804183,2804183,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280418,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28042,28042,Subventions d’équipement aux personnes de droit privé,view,l10n_fr_m14.pcg_m14_2804,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280421,280421,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_28042,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280422,280422,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_28042,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280423,280423,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_28042,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28044,28044,Subventions d’équipement en nature,view,l10n_fr_m14.pcg_m14_2804,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280441,280441,Organismes publics,view,l10n_fr_m14.pcg_m14_28044,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804411,2804411,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280441,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804412,2804412,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280441,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804413,2804413,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280441,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_280442,280442,Personnes de droit privé,view,l10n_fr_m14.pcg_m14_28044,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804421,2804421,"Biens mobiliers, matériel et études",other,l10n_fr_m14.pcg_m14_280442,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804422,2804422,Bâtiments et installations,other,l10n_fr_m14.pcg_m14_280442,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2804423,2804423,Projets d’infrastructures d’intérêt national,other,l10n_fr_m14.pcg_m14_280442,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2805,2805,"Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires",view,l10n_fr_m14.pcg_m14_280,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28051,28051,Concessions et droits similaires,other,l10n_fr_m14.pcg_m14_2805,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2808,2808,Autres immobilisations incorporelles,view,l10n_fr_m14.pcg_m14_280,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28087,28087,Immobilisations incorporelles reçues au titre d’une mise à disposition,other,l10n_fr_m14.pcg_m14_2808,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28088,28088,Autres immobilisations incorporelles,other,l10n_fr_m14.pcg_m14_2808,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281,281,Amortissements des immobilisations corporelles,view,l10n_fr_m14.pcg_m14_28,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2811,2811,Terrains de gisement,other,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2812,2812,Agencements et aménagements de terrains,view,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28121,28121,Plantations d’arbres et d’arbustes,other,l10n_fr_m14.pcg_m14_2812,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28128,28128,Autres agencements et aménagements de terrains,other,l10n_fr_m14.pcg_m14_2812,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2813,2813,Constructions,view,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28131,28131,Bâtiments publics,view,l10n_fr_m14.pcg_m14_2813,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281311,281311,Hôtel de ville,other,l10n_fr_m14.pcg_m14_28131,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281312,281312,Bâtiments scolaires,other,l10n_fr_m14.pcg_m14_28131,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281316,281316,Équipements du cimetière,other,l10n_fr_m14.pcg_m14_28131,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281318,281318,Autres bâtiments publics,other,l10n_fr_m14.pcg_m14_28131,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28132,28132,Immeubles de rapport,other,l10n_fr_m14.pcg_m14_2813,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28135,28135,"Installations générales, agencements, aménagements des constructions",other,l10n_fr_m14.pcg_m14_2813,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28138,28138,Autres constructions,other,l10n_fr_m14.pcg_m14_2813,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2814,2814,Constructions sur sol d'autrui,view,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28141,28141,Bâtiments publics,other,l10n_fr_m14.pcg_m14_2814,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28142,28142,Immeubles de rapport,other,l10n_fr_m14.pcg_m14_2814,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28145,28145,"Installations générales, agencements et aménagements",other,l10n_fr_m14.pcg_m14_2814,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28148,28148,Autres constructions sur sol d’autrui,other,l10n_fr_m14.pcg_m14_2814,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2815,2815,"Installations, matériel et outillage techniques",view,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28151,28151,Réseaux de voirie,other,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28152,28152,Installations de voirie,other,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28153,28153,Réseaux divers,view,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281531,281531,Réseaux d'adduction d'eau,other,l10n_fr_m14.pcg_m14_28153,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281532,281532,Réseaux d'assainissement,other,l10n_fr_m14.pcg_m14_28153,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281533,281533,Réseaux câblés,other,l10n_fr_m14.pcg_m14_28153,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281534,281534,Réseaux d’électrification,other,l10n_fr_m14.pcg_m14_28153,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281538,281538,Autres réseaux,other,l10n_fr_m14.pcg_m14_28153,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28156,28156,Matériel et outillage d'incendie et de défense civile,view,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281561,281561,Matériel roulant,other,l10n_fr_m14.pcg_m14_28156,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281568,281568,Autre matériel et outillage d’incendie et de défense civile,other,l10n_fr_m14.pcg_m14_28156,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28157,28157,Matériel et outillage de voirie,view,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281571,281571,Matériel roulant,other,l10n_fr_m14.pcg_m14_28157,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281578,281578,Autre matériel et outillage de voirie,other,l10n_fr_m14.pcg_m14_28157,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28158,28158,"Autres installations, matériel et outillage techniques",other,l10n_fr_m14.pcg_m14_2815,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2817,2817,Immobilisations corporelles reçues au titre d’une mise à disposition,view,l10n_fr_m14.pcg_m14_281,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28171,28171,Terrains,other,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28172,28172,Agencements et aménagements de terrains,view,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281721,281721,Plantations d’arbres et d’arbustes,other,l10n_fr_m14.pcg_m14_28172,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281728,281728,Autres agencements et aménagements,other,l10n_fr_m14.pcg_m14_28172,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28173,28173,Constructions,view,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281731,281731,Bâtiments publics,other,l10n_fr_m14.pcg_m14_28173,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281732,281732,Immeubles de rapport,other,l10n_fr_m14.pcg_m14_28173,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281735,281735,"Installations générales, agencements, aménagements des constructions",other,l10n_fr_m14.pcg_m14_28173,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281738,281738,Autres constructions,other,l10n_fr_m14.pcg_m14_28173,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28174,28174,Constructions sur sol d’autrui,view,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281741,281741,Constructions sur le sol d’autrui - Bâtiments publics,other,l10n_fr_m14.pcg_m14_28174,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281742,281742,Constructions sur le sol d’autrui - Immeubles de rapport,other,l10n_fr_m14.pcg_m14_28174,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281745,281745,"Constructions sur le sol d’autrui - Installations générales, agencements, aménagements",other,l10n_fr_m14.pcg_m14_28174,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281748,281748,Constructions sur le sol d’autrui - Autres constructions,other,l10n_fr_m14.pcg_m14_28174,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28175,28175,"Installations, matériel et outillage techniques",view,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281751,281751,Réseaux de voirie,other,l10n_fr_m14.pcg_m14_28175,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281752,281752,Installations de voirie,other,l10n_fr_m14.pcg_m14_28175,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281753,281753,Réseaux divers,view,l10n_fr_m14.pcg_m14_28175,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2817533,2817533,Réseaux câblés,other,l10n_fr_m14.pcg_m14_281753,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2817534,2817534,Réseaux d’électrification,other,l10n_fr_m14.pcg_m14_281753,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_2817538,2817538,Autres réseaux,other,l10n_fr_m14.pcg_m14_281753,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281757,281757,Matériel et outillage de voirie,other,l10n_fr_m14.pcg_m14_28175,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281758,281758,"Autres installations, matériel et outillage techniques",other,l10n_fr_m14.pcg_m14_28175,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_28178,28178,Autres immobilisations corporelles reçues au titre d’une lise à disposition,view,l10n_fr_m14.pcg_m14_2817,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281782,281782,Matériel de transport,other,l10n_fr_m14.pcg_m14_28178,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281783,281783,Matériel de bureau et matériel informatique,other,l10n_fr_m14.pcg_m14_28178,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281784,281784,Mobilier,other,l10n_fr_m14.pcg_m14_28178,l10n_fr_m14.fr_pcg_m14_default_type
pcg_m14_281785,281785,Cheptel,other,l10n_fr_m14.pcg_m14_28178,l10n_fr_m14.fr_pcg_m14_default_type
